receptor activity	receptor binding	binding	protein binding	nucleic acid binding	catalytic activity	ubiquitin-protein ligase activity	ligase activity	DNA binding	transcription factor activity	transcription cofactor activity	transcription regulator activity	growth factor activity	enzyme inhibitor activity	serine-type endopeptidase inhibitor activity	enzyme regulator activity	protease inhibitor activity	protein kinase activity	non-membrane spanning protein tyrosine kinase activity	kinase activity	transferase activity	single-stranded DNA binding	enzyme activator activity	kinase regulator activity	kinase activator activity	DNA replication origin binding	RNA binding	mRNA binding	DNA helicase activity	helicase activity	hydrolase activity	DNA primase activity	DNA-directed RNA polymerase activity	nucleotidyltransferase activity	nuclease activity	hydrolase activity, acting on ester bonds	chromatin binding	phosphoprotein phosphatase activity	phosphoric monoester hydrolase activity	endoribonuclease activity	transporter activity	transmembrane transporter activity	cation transmembrane transporter activity	transferase activity, transferring glycosyl groups	isomerase activity	intramolecular transferase activity	phosphorylase activity	peptidase activity	metallopeptidase activity	amino acid transmembrane transporter activity	acyltransferase activity	oxidoreductase activity	lyase activity	carboxy-lyase activity	deaminase activity	hydro-lyase activity	racemase and epimerase activity	carbohydrate transmembrane transporter activity	ATPase activity, coupled to transmembrane movement of substances	pyrophosphatase activity	ion channel activity	anion channel activity	hydrogen ion transmembrane transporter activity	voltage-gated ion channel activity	voltage-gated potassium channel activity	cation channel activity	adenylate cyclase activity	guanylate cyclase activity	phosphoric diester hydrolase activity	nucleotide phosphatase activity	deacetylase activity	carbohydrate kinase activity	nucleotide kinase activity	transaminase activity	ligand-gated ion channel activity	cyclic nucleotide-gated ion channel activity	peroxidase activity	antioxidant activity	hydrogen ion transporting ATP synthase activity, rotational mechanism	calcium ion binding	calmodulin binding	acetyltransferase activity	G-protein coupled receptor activity	structural molecule activity	structural constituent of cytoskeleton	methyltransferase activity	DNA-methyltransferase activity	carbohydrate phosphatase activity	amino acid kinase activity	translation elongation factor activity	translation factor activity, nucleic acid binding	translation regulator activity	translation initiation factor activity	small GTPase regulator activity	guanyl-nucleotide exchange factor activity	serine-type peptidase activity	protein disulfide isomerase activity	lipid binding	hydrolase activity, hydrolyzing N-glycosyl compounds	phospholipase activity	lipase activity	hydrolase activity, hydrolyzing O-glycosyl compounds	galactosidase activity	glucosidase activity	transketolase activity	lipid transporter activity	cysteine-type peptidase activity	amylase activity	glutamate receptor activity	double-stranded DNA binding	voltage-gated calcium channel activity	voltage-gated sodium channel activity	calcium-dependent phospholipid binding	GTPase activity	hormone activity	transaldolase activity	endodeoxyribonuclease activity	extracellular matrix structural constituent	RNA-directed DNA polymerase activity	RNA helicase activity	actin binding	cytoskeletal protein binding	motor activity	transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein kinase activity	phosphatase regulator activity	phosphatase inhibitor activity	transmembrane receptor protein serine/threonine kinase activity	kinase inhibitor activity	structural constituent of ribosome	microtubule binding	RNA splicing factor activity, transesterification mechanism	aspartic-type endopeptidase activity	translation release factor activity	poly(A) binding	cytokine activity	neuropeptide hormone activity	damaged DNA binding	microtubule motor activity	exoribonuclease activity	aminoacyl-tRNA ligase activity	DNA-directed DNA polymerase activity	SNAP receptor activity	hematopoietin/interferon-class (D200-domain) cytokine receptor activity	tumor necrosis factor receptor activity	tumor necrosis factor receptor binding	hematopoietin/interferon-class (D200-domain) cytokine receptor binding	centromeric DNA binding	DNA topoisomerase activity	ligand-dependent nuclear receptor activity	DNA ligase activity	RNA methyltransferase activity	transforming growth factor beta receptor activity	DNA strand annealing activity	DNA polymerase processivity factor activity	exodeoxyribonuclease activity	DNA photolyase activity	acetylcholine receptor activity	GABA receptor activity	cysteine protease inhibitor activity	structural constituent of myelin sheath	phosphatase activator activity	intermediate filament binding
methyltransferase activity	0	0	0	0	0	0.116410590402634	0.0764170646354017	0.0814951223408023	0	0	0	0	0	0	0	0	0	0.375627782034583	0.31940726067079	0.387546416393957	0.474791348779153	0	0	0	0	0	0	0	0.0657990357846189	0.0691727448280138	0.0999559232115518	0.232922040703174	0.29495404106536	0.356351788355022	0.0702858360547111	0.0808775296262919	0	0.0691727448280138	0.0709141537370504	0.0618557092561328	0	0	0	0.364898187912746	0.0684949215208303	0.0510610698997267	0.252351033931766	0.0876496305336828	0.0739812501627428	0	0.336835520676463	0.0856537181564005	0.0697024804694879	0.0590237809263559	0.0570290424477945	0.0603827549989638	0.0618557092561328	0	0.0644830233286615	0.0528504476408418	0	0	0	0	0	0	0.0596124007133715	0.0570290424477945	0.056553538854606	0.0573656151135521	0.0551953713661366	0.279804544147358	0.301826218796921	0.27912052011648	0	0	0	0	0	0	0	0.314763063445785	0	0	0	0.98694810466496	0.801325371937103	0.0492941681468283	0.244502123915819	0	0	0	0	0	0	0.0807487099994524	0.0548867542382491	0	0.0591966267734889	0.0580943011068208	0.0652691706924638	0.0600070026811402	0.0492941681468283	0.0572551954461092	0.223713838679165	0	0.0636239021984905	0.0523935287956939	0	0	0	0	0	0.065878033407311	0	0.206183513686616	0.0582897431964971	0	0.379945796593068	0.0656390835011489	0	0	0	0	0.320854518449656	0	0	0	0	0	0	0.0686159179142585	0.0686459540419091	0	0	0	0	0	0	0.0573656151135521	0.0583855520067907	0.28424154637395	0	0	0	0	0	0	0.0492941681468283	0	0.0465410153284753	0.806531783098635	0	0	0	0.0553443588716887	0.0483729636687696	0	0	0	0	0	0
DNA-methyltransferase activity	0	0	0	0	0	0.0828470870648069	0.0603637676230414	0.0634887591339716	0	0	0	0	0	0	0	0	0	0.297832592130468	0.261357266386422	0.305276669911428	0.356942799523772	0	0	0	0	0	0	0	0.0535391011151838	0.055751591708997	0.0741589101104809	0.200454511515416	0.244753722367213	0.285583998728693	0.0564724028210516	0.0631133019557509	0	0.055751591708997	0.0568773084792776	0.0508988660056213	0	0	0	0.291046977429659	0.0553104404687018	0.0433566012588339	0.214679117955501	0.0671627400238172	0.0588336173662329	0	0.272911684302933	0.0659845487064026	0.0560951962495299	0.0489656727407797	0.047584895236287	0.0498972952026188	0.0508988660056213	0	0.0526645513192155	0.044639942974774	0	0	0	0	0	0	0.0493700873543549	0.047584895236287	0.0472533826983064	0.0478189948346452	0.0463014239371614	0.234230196210899	0.249467027176451	0.233750660935453	0	0	0	0	0	0	0	0.258239529878339	0	0	0	0.801325371937103	0.998251420720664	0.0420759922698527	0.208972221570152	0	0	0	0	0	0	0.0630348289934061	0.0460840563111538	0	0.0490845699551494	0.0483242618025527	0.053187766843222	0.0496404334868088	0.0420759922698527	0.0477422439925034	0.193596705438243	0	0.0520900881520337	0.0443135260342655	0	0	0	0	0	0.0535913912755392	0	0.180328689910031	0.048459417963163	0	0.300540790031619	0.0534331537185553	0	0	0	0	0.262325472882614	0	0	0	0	0	0	0.0553893123619945	0.0554088832030121	0	0	0	0	0	0	0.0478189948346452	0.0485256178400849	0.237331509280758	0	0	0	0	0	0	0.0420759922698527	0	0.0400535581129909	0.678157009105246	0	0	0	0.0464062198558042	0.0414029787990651	0	0	0	0	0	0
carbohydrate phosphatase activity	0	0	0	0	0	0.0721864509623671	0.0544994358673205	0.0570339891147235	0	0	0	0	0	0	0	0	0	0.053803383844348	0.0477752896385858	0.055016271406889	0.0632771553710429	0	0	0	0	0	0	0	0.0488746070990856	0.0507117588863253	0.24914382765916	0.0373843575394463	0.0449835875990882	0.0517949752105794	0.467749607616422	0.517192304548252	0	0.653495327546697	0.665475795061968	0.425425270307523	0	0	0	0.0526927045021155	0.0503464997625627	0.0402461077347624	0.0398487748461224	0.228152667267909	0.202544240529959	0	0.0497002786193711	0.0590400750132592	0.0509958906627307	0.0450347902960693	0.0438641572116246	0.0458216366984426	0.0466648886923763	0	0.18312892417812	0.157281945157508	0	0	0	0	0	0	0.0453766530790367	0.0438641572116246	0.397322598889058	0.567816356355199	0.162689590201896	0.0431983932135704	0.0457791600037528	0.0431167512977431	0	0	0	0	0	0	0	0.0472533826983064	0	0	0	0.0492941681468283	0.0420759922698527	0.999375507400237	0.0388628452021299	0	0	0	0	0	0	0.215546583552693	0.0425856952810092	0	0.171681939753966	0.405612782776479	0.442899688472414	0.173468114918383	0.148878549297022	0.167355147849391	0.0361878942719451	0	0.181301084074798	0.156216062348362	0	0	0	0	0	0.18607076083017	0	0.0338574663133742	0.406657020269175	0	0.0542453116053136	0.0487863012280873	0	0	0	0	0.047937151015279	0	0	0	0	0	0	0.0504118415515054	0.191813887456307	0	0	0	0	0	0	0.40170490516008	0.0446622844094313	0.0437257775087828	0	0	0	0	0	0	0.0391403114870623	0	0.0373843575394463	0.0422885293112047	0	0	0	0.390743598795994	0.038557284682699	0	0	0	0	0	0
amino acid kinase activity	0	0	0	0	0	0.0712482812002564	0.0539629735408784	0.056446737869952	0	0	0	0	0	0	0	0	0	0.550215200979065	0.48910205291586	0.562495441239458	0.313067196241898	0	0	0	0	0	0	0	0.0484427269813907	0.0502469549780995	0.0647267951161782	0.185828838517577	0.223295389709728	0.256790184328301	0.0508317078792976	0.0561497563706352	0	0.0502469549780995	0.0511595311657418	0.0462710207236219	0	0	0	0.261198592461187	0.0498883371358783	0.0399528007107387	0.197990475418516	0.0593323785781451	0.0527368278803756	0	0.246498359346861	0.0584110136774771	0.0505258878208988	0.0446678507241628	0.0435159723932192	0.0454418168694887	0.0462710207236219	0	0.0477256341687146	0.0410400228127702	0	0	0	0	0	0	0.0450041444659106	0.0435159723932192	0.0432385650820753	0.0437116662364017	0.0424401313500739	0.442612168001833	0.468835806170293	0.214100859342082	0	0	0	0	0	0	0	0.234466206845678	0	0	0	0.244502123915819	0.208972221570152	0.0388628452021299	0.999437956660214	0	0	0	0	0	0	0.0560876360657302	0.0422574350851776	0	0.0447667711075571	0.0441334800238222	0.0481549163051159	0.0452286810613638	0.0388628452021299	0.04364752506853	0.179920502710668	0	0.0472533826983064	0.0407639670700983	0	0	0	0	0	0.0484855319925313	0	0.168405101335281	0.0442461832665519	0	0.268819482780682	0.0483559734584773	0	0	0	0	0.490744753100938	0	0	0	0	0	0	0.0499524943331004	0.0499684111726505	0	0	0	0	0	0	0.0437116662364017	0.0443013656993708	0.217101114164116	0	0	0	0	0	0	0.0388628452021299	0	0.0371311482408862	0.210019715645247	0	0	0	0.0425281606296037	0.0382879945683536	0	0	0	0	0	0
translation elongation factor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995628551801661	0	0.912147117339418	0.903652466329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717002003627601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
translation factor activity, nucleic acid binding	0	0.135357738982609	0.180798086225691	0.154866586165221	0.323846304001232	0	0	0	0.28097306367224	0.270910448090292	0	0	0.0958316835656395	0	0	0	0	0	0	0	0	0.200727446910588	0	0	0	0.177935170018834	0.236347666154089	0.223051482295014	0	0	0	0	0	0	0	0	0.108899489496364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120520658186463	0.113834485197728	0	0	0	0	0	0	0	0	0	0.988384437644414	0	0	0	0	0	0	0.0842739576393954	0	0	0	0	0	0	0	0	0	0	0	0.179175452989879	0	0	0.107474667854265	0	0.0897481576231469	0	0	0	0	0	0.108539983122067	0.111821728384784	0	0	0	0	0	0	0	0	0.0952067426789735	0	0	0	0.191770913569356	0.0934808311144804	0.0785591316446527	0.186893281401426	0	0	0	0	0.0897481576231469	0	0	0	0.0815839681584414	0.168984523996492	0.157090913831396	0	0	0	0	0.157090913831396	0	0	0	0	0	0	0	0	0.0677454011284591
translation regulator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912147117339418	0	0.990320364703678	0.980315281707713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764434758457608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
translation initiation factor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903652466329	0	0.980315281707713	0.991194654343346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758459563624813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
small GTPase regulator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653989542560714	0.561426428206052	0.780826591035997	0.600719021458112	0	0	0	0	0	0.573708035463914	0.6363545796163	0.549338951948371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974021107849872	0.58345105366645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521928956900551	0.468295901918304	0	0.577075788621013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411571970829242	0	0	0	0	0.411571970829242	0	0.368774501410861	0
guanyl-nucleotide exchange factor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568832235714438	0.497490554239943	0.662424841508251	0.528099401243364	0	0	0	0	0	0.507110189295298	0.555443828317772	0.487976059250751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58345105366645	0.991569349903204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466226395696047	0.422955822213733	0	0.509739653248272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376135010374972	0	0	0	0	0.376135010374972	0	0.340067189316418	0
serine-type peptidase activity	0	0	0	0	0	0.168046368370353	0.0957255007543783	0.103829999575985	0	0	0	0	0	0	0	0	0	0.0935986484735898	0.0767515904049873	0.0973315185574837	0.126562812262744	0	0	0	0	0	0	0	0.0796289551546775	0.0846237343017407	0.516467614089067	0.0530591827511362	0.0697931512022044	0.0876837977444936	0.32824388891603	0.391134297016675	0	0.321884479716117	0.33185394816588	0.281191888899198	0	0	0	0.0902878885551611	0.0836114993846332	0.0590149926608965	0.058164566698301	0.795232266008553	0.641128069413019	0	0.0818442125447459	0.110676138815645	0.0854179108949931	0.0699164852538003	0.0671349097249083	0.0718314711061163	0.0739256136704588	0	0.295585329617708	0.233617958222152	0	0	0	0	0	0	0.0707439319019466	0.0671349097249083	0.252859199486393	0.257138005044222	0.245751040109989	0.0655878233848465	0.0717271407769415	0.0653998054672321	0	0	0	0	0	0	0	0.0754134761924946	0	0	0	0.0807487099994524	0.0630348289934061	0.215546583552693	0.0560876360657302	0	0	0	0	0	0	0.940048710422781	0.064185730497558	0	0.266865321775101	0.260995872424907	0.299939029448665	0.271206138334921	0.215546583552693	0.256554937757665	0.0506809652554634	0	0.533254241482843	0.231274063748128	0	0	0	0	0	0.303325952739366	0	0.0462250195036816	0.262033580421973	0	0.0949442539597738	0.0793948173309003	0	0	0	0	0.0771701956507629	0	0	0	0	0	0	0.0837918663718349	0.584660292599584	0	0	0	0	0	0	0.257138005044222	0.0690227357386547	0.0668112986423211	0	0	0	0	0	0	0.0566674007777509	0	0.0530591827511362	0.0635130417684128	0	0	0	0.246527872580693	0.0554533991544445	0	0	0	0	0	0
protein disulfide isomerase activity	0	0	0	0	0	0.0848466309283639	0.0614183822784564	0.0646564497319533	0	0	0	0	0	0	0	0	0	0.0605358088951787	0.0530102415778926	0.0620755682528364	0.0727990216183227	0	0	0	0	0	0	0	0.0543670933823824	0.0566500053063846	0.0757570150104434	0.0405151709399913	0.0495950890571538	0.0580051491472309	0.0573943898269166	0.0642670970167669	0	0.0566500053063846	0.0578126736220376	0.0516466380996089	0	0	0	0.0591334026597906	0.783309609983959	0.611904693823904	0.0434257137808206	0.068470877506153	0.0598349997231887	0	0.0553907122130523	0.0672467619074701	0.0570048083989037	0.0496573352348145	0.0482378394165432	0.0506157203348863	0.719914771190091	0	0.0534655120224096	0.0452140811584842	0	0	0	0	0	0	0.0500733041516156	0.0482378394165432	0.0478971992130761	0.0484784238072893	0.0469193916864683	0.0474339067668117	0.0505638954621487	0.0473354885882706	0	0	0	0	0	0	0	0.0523684611979091	0	0	0	0.0548867542382491	0.0460840563111538	0.0425856952810092	0.0422574350851776	0	0	0	0	0	0	0.064185730497558	0.997939174420783	0	0.0497796193217278	0.0489977979074265	0.0540048449429303	0.0503514283295159	0.0425856952810092	0.0483995433111868	0.0391136731618657	0	0.0528735404794973	0.04487924526674	0	0	0	0	0	0.0544210142178521	0	0.0364052847388876	0.0491367533121636	0	0.0610958287117856	0.0542578469966198	0	0	0	0	0.053209592107959	0	0	0	0	0	0	0.0562759950864274	0.056296197644527	0	0	0	0	0	0	0.0484784238072893	0.0492048180227178	0.0480705409652808	0	0	0	0	0	0	0.593612134347828	0	0.0405151709399913	0.0463391362565355	0	0	0	0.0470270068671828	0.0418964110140052	0	0	0	0	0	0
lipid binding	0	0.100508835894727	0.123570051212398	0.110880546522012	0.116882806525499	0	0	0	0.105594406153409	0.102808611935915	0	0	0.0769437570386211	0	0	0	0	0	0	0	0	0.0817521159220209	0	0	0	0.0742344686499615	0.0928105329113936	0.088776636711097	0	0	0	0	0	0	0	0	0.085147520055437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0920905586224109	0.0881350178073147	0	0	0	0	0	0	0	0	0	0.0842739576393954	0	0	0	0	0	0	0.99900081184038	0	0	0	0	0	0	0	0	0	0	0	0.0746529646587036	0	0	0.0842739576393954	0	0.0729722804095493	0	0	0	0	0	0.0849275762499314	0.0869236453785508	0	0	0	0	0	0	0	0	0.0765403661927062	0	0	0	0.0788409983187038	0.0754209011923339	0.0653987647202874	0.0772324187239352	0	0	0	0	0.0729722804095493	0	0	0	0.0674816019728763	0.071181134424687	0.0670314290005082	0	0	0	0	0.0670314290005082	0	0	0	0	0	0	0	0	0.0577277436160926
hydrolase activity, hydrolyzing N-glycosyl compounds	0	0	0	0	0	0.0956069174294409	0.0668659591701933	0.0707219403987729	0	0	0	0	0	0	0	0	0	0.0658212123483456	0.0570196892169113	0.0676456349902888	0.0805803671658897	0	0	0	0	0	0	0	0.058592600164423	0.0612528482918791	0.320349979635135	0.0428162202104565	0.0530875475593086	0.0628402359086902	0.236302079752962	0.267235146918415	0	0.232988314286152	0.238167257785291	0.210897207090104	0	0	0	0.0641665730421176	0.0607207564767322	0.046612218548157	0.0460800752350268	0.286461525009538	0.247216765723354	0	0.0597832596171174	0.0738327399641063	0.0616678607394665	0.0531588753957484	0.0515354051297958	0.0542586817996599	0.0554450753062465	0	0.218891473785108	0.182954194773297	0	0	0	0	0	0	0.0536358576627848	0.0515354051297958	0.194547751455514	0.197070802418855	0.190312525154874	0.050618845232108	0.0541991328816901	0.0505067824245053	0	0	0	0	0	0	0	0.0562778341604519	0	0	0	0.0591966267734889	0.0490845699551494	0.171681939753966	0.0447667711075571	0	0	0	0	0	0	0.266865321775101	0.0497796193217278	0	0.995566102541685	0.199328885454896	0.221269922850482	0.205229733320829	0.171681939753966	0.196728144471905	0.0412540753010206	0	0.216285102343472	0.181513551928997	0	0	0	0	0	0.223107729460635	0	0.0382525297874736	0.19993358628945	0	0.066483827521362	0.0584657320254668	0	0	0	0	0.0572504016852756	0	0	0	0	0	0	0.0608158263601206	0.23141575356278	0	0	0	0	0	0	0.197070802418855	0.0526406235325589	0.0513444968955221	0	0	0	0	0	0	0.0451353444159848	0	0.0428162202104565	0.0493740518732528	0	0	0	0.190778070298964	0.0443618026836384	0	0	0	0	0	0
phospholipase activity	0	0	0	0	0	0.0927641018402139	0.0654628881035028	0.0691542776252412	0	0	0	0	0	0	0	0	0	0.0644611974235182	0.055996247307141	0.0662100040136315	0.0785514565577378	0	0	0	0	0	0	0	0.057512450165456	0.0600733759651082	0.311929199858878	0.0422365563092764	0.0521992944740103	0.0615994577937779	0.555302421918127	0.626393200078213	0	0.54766512734481	0.559599291942691	0.496644261255141	0	0	0	0.062873404149952	0.0595614929370087	0.045926038341201	0.0454093602774671	0.279709332221163	0.242171631035951	0	0.0586591852466517	0.0721257968869643	0.0604725074306749	0.0522682538349079	0.0506979234902365	0.0533311483046007	0.0544768982679983	0	0.214926947570387	0.180176326313052	0	0	0	0	0	0	0.0527293179953924	0.0506979234902365	0.458763771081918	0.46461619507076	0.187308548536728	0.0498106544189414	0.0532736168419676	0.0497021376439078	0	0	0	0	0	0	0	0.0552806171305647	0	0	0	0.0580943011068208	0.0483242618025527	0.405612782776479	0.0441334800238222	0	0	0	0	0	0	0.260995872424907	0.0489977979074265	0	0.199328885454896	0.9963154936614	0.882136989379394	0.201740697907955	0.169233538326541	0.193519927251837	0.0407156717814834	0	0.21241359144566	0.178778932017895	0	0	0	0	0	0.21899044046702	0	0.0377891820126216	0.471253693526676	0	0.065096581070903	0.0573902116399359	0	0	0	0	0.0562187358646932	0	0	0	0	0	0	0.059652964643777	0.22698916032585	0	0	0	0	0	0	0.46461619507076	0.051767140190751	0.0505131584673925	0	0	0	0	0	0	0.0444916573639059	0	0.0422365563092764	0.0486048195369096	0	0	0	0.45001512243762	0.0437398379164453	0	0	0	0	0	0
lipase activity	0	0	0	0	0	0.112513670911202	0.0747182702842653	0.0795659001713133	0	0	0	0	0	0	0	0	0	0.0734161281587056	0.0626326391425422	0.0756931535552066	0.0922655165691263	0	0	0	0	0	0	0	0.064535630371308	0.0677778343247332	0.369223262951325	0.0459053582581408	0.0579202335525406	0.069726809809043	0.62764292819067	0.720002841393075	0	0.617903616540049	0.633137784819265	0.553723432715754	0	0	0	0.0713635645462335	0.0671269442009978	0.050296960921891	0.0496779179657731	0.324920848194692	0.275342865094673	0	0.0659830591576186	0.0835251520509443	0.0682863419713176	0.0580051491472309	0.0560775426480041	0.0593171003490819	0.0607379113501247	0	0.240657877868479	0.197915889648076	0	0	0	0	0	0	0.0585735296375931	0.0560775426480041	0.507044587031539	0.514203272996329	0.206555350732002	0.0549939970695526	0.059245937915798	0.0548617504711738	0	0	0	0	0	0	0	0.0617386856379015	0	0	0	0.0652691706924638	0.053187766843222	0.442899688472414	0.0481549163051159	0	0	0	0	0	0	0.299939029448665	0.0540048449429303	0	0.221269922850482	0.882136989379394	0.989008930244177	0.224245879718266	0.184790727971741	0.214134633011953	0.0441143824458684	0	0.237511108843317	0.196231070323222	0	0	0	0	0	0.245764127612865	0	0.040699417053463	0.522345591609821	0	0.0742414386021028	0.0643817544132231	0	0	0	0	0.0629111202982008	0	0	0	0	0	0	0.0672431516890289	0.255883437118666	0	0	0	0	0	0	0.514203272996329	0.0573886441871894	0.0558515733431029	0	0	0	0	0	0	0.0485816572426771	0	0.0459053582581408	0.0535278374817299	0	0	0	0.496379011070183	0.0476866492067253	0	0	0	0	0	0
hydrolase activity, hydrolyzing O-glycosyl compounds	0	0	0	0	0	0.0977387029792001	0.0679017539017963	0.071881678714127	0	0	0	0	0	0	0	0	0	0.0668246495397415	0.0577711800919051	0.068705917377759	0.0820894186211408	0	0	0	0	0	0	0	0.0593864118422742	0.0621209122806285	0.326625571027399	0.0432385650820753	0.0537383734279072	0.0637542108908138	0.239699223682715	0.271588101047595	0	0.236290181400437	0.241618633638102	0.213598985897724	0	0	0	0.0651198294349828	0.0615736995534283	0.0471132097438182	0.0465696326333835	0.29146923062194	0.250937453110891	0	0.0606098887447202	0.0750976598382231	0.0625478120288723	0.0538114620732002	0.0521485106561924	0.0549387233176063	0.056155375511338	0	0.221803375909219	0.184984009201211	0	0	0	0	0	0	0.05430028108532	0.0521485106561924	0.19684458468764	0.199427957202051	0.192509879873433	0.0512102113363726	0.054877673193709	0.0510955178019999	0	0	0	0	0	0	0	0.0570097721816034	0	0	0	0.0600070026811402	0.0496404334868088	0.173468114918383	0.0452286810613638	0	0	0	0	0	0	0.271206138334921	0.0503514283295159	0	0.205229733320829	0.201740697907955	0.224245879718266	0.994941609941922	0.830611811441001	0.953234304269954	0.0416460229080848	0	0.219127622208647	0.878701515718017	0	0	0	0	0	0.226133664588753	0	0.0385892851515732	0.202360143362856	0	0.0675077265317441	0.0592560866246844	0	0	0	0	0.0580080266140773	0	0	0	0	0	0	0.061671461234821	0.234672887465572	0	0	0	0	0	0	0.199427957202051	0.0532804713751748	0.051953041628814	0	0	0	0	0	0	0.0456049315568849	0	0.0432385650820753	0.0499365288444047	0	0	0	0.192986250933718	0.044815351058642	0	0	0	0	0	0
galactosidase activity	0	0	0	0	0	0.0721864509623671	0.0544994358673205	0.0570339891147235	0	0	0	0	0	0	0	0	0	0.053803383844348	0.0477752896385858	0.055016271406889	0.0632771553710429	0	0	0	0	0	0	0	0.0488746070990856	0.0507117588863253	0.24914382765916	0.0373843575394463	0.0449835875990882	0.0517949752105794	0.195158842396247	0.215787784336648	0	0.192893025335072	0.196429314772097	0.177499888674224	0	0	0	0.0526927045021155	0.0503464997625627	0.0402461077347624	0.0398487748461224	0.228152667267909	0.202544240529959	0	0.0497002786193711	0.0590400750132592	0.0509958906627307	0.0450347902960693	0.0438641572116246	0.0458216366984426	0.0466648886923763	0	0.18312892417812	0.157281945157508	0	0	0	0	0	0	0.0453766530790367	0.0438641572116246	0.165774630687974	0.167603057275517	0.162689590201896	0.0431983932135704	0.0457791600037528	0.0431167512977431	0	0	0	0	0	0	0	0.0472533826983064	0	0	0	0.0492941681468283	0.0420759922698527	0.148878549297022	0.0388628452021299	0	0	0	0	0	0	0.215546583552693	0.0425856952810092	0	0.171681939753966	0.169233538326541	0.184790727971741	0.830611811441001	0.999375507400237	0.801341287270932	0.0361878942719451	0	0.181301084074798	0.748004361403264	0	0	0	0	0	0.18607076083017	0	0.0338574663133742	0.169669224806963	0	0.0542453116053136	0.0487863012280873	0	0	0	0	0.047937151015279	0	0	0	0	0	0	0.0504118415515054	0.191813887456307	0	0	0	0	0	0	0.167603057275517	0.0446622844094313	0.0437257775087828	0	0	0	0	0	0	0.0391403114870623	0	0.0373843575394463	0.0422885293112047	0	0	0	0.163029679069885	0.038557284682699	0	0	0	0	0	0
